
"0","",""
"1549804","TD4096E.TXT.r_19"," de nas nyan pa po dran pa dang shes rab zhan pa rnams mi rmongs par bya ba'i phyir slob dpon dbyig  gnyen gyis sbyar ba chos mngon pa mdzod kyi bshad pa'i don rnam par dbye bar bya'o // / ","0.0#TD4005E.TXT.r#549800#549808#TD4005E.TXT.r_99;TD4005E.TXT.r_100;TD4005E.TXT.r_101# de la rten sangs rgyas sum cu rtsa lnga la sogs pa la mchod pa byas te byang chub kyi sems rnam pa gnyis bskyed pa 'dir shes par byas la / / ","0.0#TD4005E.TXT.r#549809#549817#TD4005E.TXT.r_100;TD4005E.TXT.r_101;TD4005E.TXT.r_102# de nas skyabs su 'gro ba ni gnyis pa'o // / +de la bdag ming 'di zhes bya ba ni / / "
"1549822","TD4096E.TXT.r_20"," byed na yang re zhig gnas brgyad pa rang kho na'i go rims kyi dgos pa brjod par bya ste / / ","0.0#TD4005E.TXT.r#549818#549827#TD4005E.TXT.r_102;TD4005E.TXT.r_103# spyir btang yang dmigs kyis bdag gi tha mal pa'i ming che ge mo ZHES BRJOD PAR BYA STE / / "
"1549832","TD4096E.TXT.r_21"," 'di na chos rnams bsdu ba bstan pa 'dus byas dang 'dus ma byas la sogs pa gzhan yod du zin kyang / / ","0.0#TD4005E.TXT.r#549828#549837#TD4005E.TXT.r_103;TD4005E.TXT.r_104;TD4005E.TXT.r_105# dper na 'jig sde'i nang nas 'jigs byed chen po zhes bya ba lta bu'o // / "
"1549842","TD4096E.TXT.r_22;TD4096E.TXT.r_23"," zag bcas zag pa med chos  rnams // / +zhes bya ba'i tshul 'di las mi 'tshol bar bstan pa dang  kun nas nyon mongs pa rnams dang rnam par byang ba'i phyogs las brtsams te bstan bcos 'di mdzad do zhes bya bar nges te / / ","0.0#TD4005E.TXT.r#549838#549856#TD4005E.TXT.r_104;TD4005E.TXT.r_105;TD4005E.TXT.r_106;TD4005E.TXT.r_107;TD4005E.TXT.r_108;TD4005E.TXT.r_109;TD4005E.TXT.r_110# gzhan du na bdag tu ma zad de dge ba'i bshes gnyen ni bdag la phan 'dogs pa'o // / +pha ma ni phan 'dogs pa'i zhing ngo // / +sems  can mtha' yas pa ni nam mkha' khyab pa'i sems can te bdag gis phan gdags pa'i yul lo // / "
"1549861","TD4096E.TXT.r_24;TD4096E.TXT.r_25"," de'i phyir kun nas nyon mongs pa dang rnam par byang ba'i phyogs dag ci rigs par phung po dang  khams     // / +dang skye mched kyis bsdus pa'i phyir dang por phung po la sogs pa'i rnam par gzhag par mdzad de / / ","0.0#TD4005E.TXT.r#549857#549870#TD4005E.TXT.r_108;TD4005E.TXT.r_109;TD4005E.TXT.r_110;TD4005E.TXT.r_111;TD4005E.TXT.r_112# gang la zhe na / / +sangs rgyas la sogs pa la'o // / +gang gis she na / / "
"1549875","TD4096E.TXT.r_26"," khams bstan pa ni phal che ba'i phyir khams kyi mdzod kyi gnas zhes sgrogs so // / ","0.0#TD4005E.TXT.r#549871#549878#TD4005E.TXT.r_111;TD4005E.TXT.r_112;TD4005E.TXT.r_113;TD4005E.TXT.r_114# ngag dang yid kyis te skyabs su 'gro ba'i ngo bo la sogs pa yang shes  par bya'o // / +de la sangs rgyas ni ston pa dang 'bras bu ste / / +sku gsum bdag nyid can la / / "
"1549883","TD4096E.TXT.r_27;TD4096E.TXT.r_28"," kun nas nyon mongs pa dang rnam par byang ba dag 'jug pa dang dmigs ba ni dbang po'i sgo nas  yin te / / +de'i phyir de'i mjug thogs su dbang po nye bar bkod do // / ","0.0#TD4005E.TXT.r#549879#549891#TD4005E.TXT.r_114;TD4005E.TXT.r_115;TD4005E.TXT.r_116# bdag skyabs su 'gro ba ni de la blo gtong pa'o // / "
"1549895","TD4096E.TXT.r_29"," de nas khams dang 'gro ba dang skye gnas la sogs pa'i dbye bas khams dang dbang po'i bdag nyid can gyi kun nas nyon mongs pa sems can zhes bya ba dang  snod ces bya ba 'di ma rig pa la sogs pa dang  rlung gi dkyil 'khor la  sogs pa'i rim pas rten dang brten pa'i khyad par du ji ltar skye ba de bsnyad do // / ","0.0#TD4005E.TXT.r#549890#549899#TD4005E.TXT.r_115;TD4005E.TXT.r_116;TD4005E.TXT.r_117;TD4005E.TXT.r_118# 'dir phyag 'tshal ba ni lus dang ngag dang yid kyis te de ltar nges par 'gro'o zhes pa'o // / +de bzhin du chos ni bstan pa dang lam mo // / ","0.0#TD4005E.TXT.r#549900#549909#TD4005E.TXT.r_117;TD4005E.TXT.r_118;TD4005E.TXT.r_119;TD4005E.TXT.r_120# de yang lung  dang rtogs pa dang don dam pa ste rgyu dang 'bras bu'i bdag nyid do // / +dge 'dun ni / / +sgrub pa po dang rten te mi phyed pas na dge 'dun no // / ","0.0#TD4005E.TXT.r#549909#549917#TD4005E.TXT.r_120;TD4005E.TXT.r_121# de yang byang chub sems dpa' dang nyan thos dang rang sangs rgyas te 'dir byang chub sems dpa'i dge 'dun phyir mi ldog pa'i dge 'dun yin par shes par bya'o // / "
"1549922","TD4096E.TXT.r_30"," de ltar khyad par mtha' yas pa byung ba de yang dbang phyug la sogs pa dag las ni ma yin gyi 'on kyang las dag las yin pa de'i mjug thogs su las rnams bshad do // / ","0.0#TD4005E.TXT.r#549918#549932#TD4005E.TXT.r_120;TD4005E.TXT.r_121;TD4005E.TXT.r_122;TD4005E.TXT.r_123# de yang byang chub sems dpa' dang nyan thos dang rang sangs rgyas te 'dir byang chub sems dpa'i dge 'dun phyir mi ldog pa'i dge 'dun yin par shes par bya'o // / +de ltar  rten gyi stobs bstan nas / / "
"1549937","TD4096E.TXT.r_31"," las de dag kyang nyon mongs pa dang lhan cig tu gyur pa  rnams yang skye ba la nus pa dang ldan pa yin gyi 'dod chags dang bral ba la skye ba ma mthong ba'i phyir 'ba' zhig pa dag na ma yin te / / ","0.0#TD4005E.TXT.r#549933#549947#TD4005E.TXT.r_122;TD4005E.TXT.r_123;TD4005E.TXT.r_124;TD4005E.TXT.r_125# da ni rnam par sun 'byin pas kun du spyod pa'i stobs kyi sgo nas sdig pa 'chags pa ni / / +de bzhin gshegs pa zhes bya ba la sogs pa gsungs so // / "
"1549951","TD4096E.TXT.r_32;TD4096E.TXT.r_33"," de'i phyir de'i mjug thogs su nyon mongs pa bstan to // / +de ltar rab tu zhugs pa'i kun nas nyon mongs pa dang rnam par byang ba'i go rims ni / / ","0.0#TD4005E.TXT.r#549946#549956#TD4005E.TXT.r_124;TD4005E.TXT.r_125;TD4005E.TXT.r_126# de yang sdig pa'i dngos po bshags pa'i yan lag tu sangs rgyas sum cu so lnga la phyag 'tshal bas sdig pa dag par  gyur pa yin no // / +de la ma 'ongs pas ni / / "
"1549961","TD4096E.TXT.r_34;TD4096E.TXT.r_35"," de la 'jug pa mi sdug dang / / +zhes pa  'di yin la gnas der de'i sgrub ba po gang zag rnam par gzhag pa yang bstan to // / ","0.0#TD4005E.TXT.r#549957#549967#TD4005E.TXT.r_126;TD4005E.TXT.r_127# sangs rgyas 'di dag bdag gi mdun du padma dang seng ge dang rin po che dang zla ba'i gdan la rab tu byung ba sprul pa'i sku mtshan dang dpe byad 'od dang ldan pa / / "
"1549972","TD4096E.TXT.r_36"," rnam par byang ba yang nyon mongs pa dag ni ye shes kyis gzhom par bya ba yin no zhes 'byung ba las na shes ba las yin / / ","0.0#TD4005E.TXT.r#549968#549977#TD4005E.TXT.r_126;TD4005E.TXT.r_127# sangs rgyas 'di dag bdag gi mdun du padma dang seng ge dang rin po che dang zla ba'i gdan la rab tu byung ba sprul pa'i sku mtshan dang dpe byad 'od dang ldan pa / / +sku mdog dang  zhing dang  phyogs dang  mtshams dang  chos gos la sogs pa dang  phyag    mtshan dang  rdo rje'i skyil krung can 'khor mang po dang bcas pa 'og nas 'byung ba bzhin du dbus nas brtsams te phyogs bcur rim pa bzhin du bzhugs pa la dmigs te / / "
"1549981","TD4096E.TXT.r_37;TD4096E.TXT.r_38"," de'i mjug thogs su shes pa rnams dang des thob par bya ba'i yon tan rnams bshad do // / +sems  mnyam pa la ni yang dag pa ji lta ba bzhin du rab tu shes so zhes bya ba'i mdo las ni shes pa rnams kyang bsam gtan dag med par ma yin te / / ","0.0#TD4005E.TXT.r#549976#549986#TD4005E.TXT.r_127# sku mdog dang  zhing dang  phyogs dang  mtshams dang  chos gos la sogs pa dang  phyag    mtshan dang  rdo rje'i skyil krung can 'khor mang po dang bcas pa 'og nas 'byung ba bzhin du dbus nas brtsams te phyogs bcur rim pa bzhin du bzhugs pa la dmigs te / / ","0.0#TD4005E.TXT.r#549986#549994#TD4005E.TXT.r_127;TD4005E.TXT.r_128;TD4005E.TXT.r_129# sku mdog dang  zhing dang  phyogs dang  mtshams dang  chos gos la sogs pa dang  phyag    mtshan dang  rdo rje'i skyil krung can 'khor mang po dang bcas pa 'og nas 'byung ba bzhin du dbus nas brtsams te phyogs bcur rim pa bzhin du bzhugs pa la dmigs te / / "
"1549999","TD4096E.TXT.r_39"," de'i phyir bsam gtan dag dang bsam gtan gyi rang bzhin gyi yon tan rnams bstan to // / ","0.0#TD4005E.TXT.r#549995#550003#TD4005E.TXT.r_127;TD4005E.TXT.r_128;TD4005E.TXT.r_129;TD4005E.TXT.r_130# sku mdog dang  zhing dang  phyogs dang  mtshams dang  chos gos la sogs pa dang  phyag    mtshan dang  rdo rje'i skyil krung can 'khor mang po dang bcas pa 'og nas 'byung ba bzhin du dbus nas brtsams te phyogs bcur rim pa bzhin du bzhugs pa la dmigs te / / +lus mang por sprul cing / / +ngag sgra dang  yid kyi mos pas zhabs la phyag 'tshal bya'o // / "
"1550007","TD4096E.TXT.r_40"," gang zag rnam par gtan la dbab pa ni mdzod kyi gnas brgyad pa'i zhar  la 'ongs par 'brel pa kho na'o // / ","0.0#TD4005E.TXT.r#550002#550013#TD4005E.TXT.r_129;TD4005E.TXT.r_130;TD4005E.TXT.r_131;TD4005E.TXT.r_132# ngag sgra dang  yid kyi mos pas zhabs la phyag 'tshal bya'o // / +yang na blo dman  bas ni thams cad zhal gcig pa / / "
"1550018","TD4096E.TXT.r_41"," gal te dag yod bzhin du bye brag tu bshad ba la sogs pa dang dgos pa mtshungs pas 'di brtsams pa dgos pa med par ji ltar mi 'gyur zhe na / / ","0.0#TD4005E.TXT.r#550014#550027#TD4005E.TXT.r_131;TD4005E.TXT.r_132;TD4005E.TXT.r_133;TD4005E.TXT.r_134# phyag gnyis chos 'chad pa 'am / / +bsod snyoms la gshegs pa 'am / / "
"1550031","TD4096E.TXT.r_42"," bye brag tu bshad pa la sogs pa rnams la rgyas pa dang bsdus pa dang sil bu dang la sogs pa'i nyes pa mthong bas    yongs su dga' ba ma skyes pas bya ba mang po'i spros pas blo dkrugs pa rnams la phan gdags par bya ba'i phyir chos mngon pa mdzod ces bya ba'i bstan bcos rgyas pa dang bsdus pa spangs pa / / ","0.0#TD4005E.TXT.r#550026#550037#TD4005E.TXT.r_133;TD4005E.TXT.r_134;TD4005E.TXT.r_135;TD4005E.TXT.r_136# sa gnon pa la sogs pa'i phyag rgyar bsams te / / +dkar po la sogs pa gang ltar mos par thams cad mnyam par bsams te phyag bya'o // / ","0.0#TD4005E.TXT.r#550037#550053#TD4005E.TXT.r_135;TD4005E.TXT.r_136;TD4005E.TXT.r_137;TD4005E.TXT.r_138# 'di dag  ni bdag cag gi ston pa gtso bo yin la / / +de ma gtogs pa rnams ni bskal pa mang por bzhugs pa yin par shes par bya'o // / "
"1550057","TD4096E.TXT.r_43;TD4096E.TXT.r_44"," don ma dkrugs pa nye bar ston pa / / +chos mngon pa bsdus pa gzhan zhig brtsams pa yin te / / ","0.0#TD4005E.TXT.r#550052#550062#TD4005E.TXT.r_137;TD4005E.TXT.r_138# de la dang po mi mjed kyi bdag po dbus na bzhugs pa'i sangs rgyas de'i yon tan ni de bzhin gshegs pa zhes gsungs te / / "
"1550066","TD4096E.TXT.r_45;TD4096E.TXT.r_46"," de'i phyir 'di brtsams  pa dgos pa med pa ma yin no zhes tshigs su bcad pa nye bar bkod do // / +'brel pa ni gang zhig / / ","0.0#TD4005E.TXT.r#550061#550072#TD4005E.TXT.r_138;TD4005E.TXT.r_139;TD4005E.TXT.r_140;TD4005E.TXT.r_141# sgra'i stobs las de bzhin  nyid gsung ba dang  rtogs pa dang  de bzhin nyid du gshegs shing slar byon pa ste / / "
"1550076","TD4096E.TXT.r_47;TD4096E.TXT.r_48;TD4096E.TXT.r_49"," dgos pa ni ci / / +brjod bya ni gang zhe na / / +bstan bcos byed par 'dod pas zhes bya ba 'di ni 'brel pa'o // / ","0.0#TD4005E.TXT.r#550071#550081#TD4005E.TXT.r_139;TD4005E.TXT.r_140;TD4005E.TXT.r_141;TD4005E.TXT.r_142;TD4005E.TXT.r_143# 'dis ni thams cad las khyad par du 'phags pa'o // / +dgra bcom pa ni nyon mongs pa dang shes bya'i sgrib pa'i dgra bsad pa'o // / "
"1550086","TD4096E.TXT.r_50"," rang gi ston pa'i che ba'i bdag nyid shes par bya ba'i phyir zhes bya ba 'di ni dgos pa'o // / ","0.0#TD4005E.TXT.r#550082#550091#TD4005E.TXT.r_142;TD4005E.TXT.r_143;TD4005E.TXT.r_144;TD4005E.TXT.r_145# yang dag  par ni phyin ci ma log pa ste / / +des ni 'khor ba dang theg pa dman pa las so // / +rdzogs pa ni tshogs gnyis dang bdag gzhan gyi don gyi sku gnyis so // / "
"1550095","TD4096E.TXT.r_51"," de la yon tan  brjod pa sngon du 'gro ba'i phyag 'tshal ba rtsom pa zhes bya ba 'di ni brjod par bya ba'o // / ","0.0#TD4005E.TXT.r#550090#550099#TD4005E.TXT.r_144;TD4005E.TXT.r_145;TD4005E.TXT.r_146# rdzogs pa ni tshogs gnyis dang bdag gzhan gyi don gyi sku gnyis so // / +sangs rgyas ni spangs pa dang ye shes kyi bye brag gis gnyis so // / "
"1550104","TD4096E.TXT.r_52;TD4096E.TXT.r_53"," 'dris par bya bas na yon tan te / / +legs pa don du gnyer ba rnams kyis goms par bya'o zhes bya ba'i don to // / ","0.0#TD4005E.TXT.r#550100#550109#TD4005E.TXT.r_146;TD4005E.TXT.r_147;TD4005E.TXT.r_148# de gnyis kyis 'khor ba dang mya ngan las 'das pa'i gang zag thams cad  las khyad par du 'phags par bstan to // / "
"1550113","TD4096E.TXT.r_54;TD4096E.TXT.r_55"," kun la zhes bya ba ni spangs pa phun sum tshogs pa'o // / +gzhan zhes bya ba ni ye shes phun sum tshogs  bas / / ","0.0#TD4005E.TXT.r#550108#550119#TD4005E.TXT.r_147;TD4005E.TXT.r_148;TD4005E.TXT.r_149;TD4005E.TXT.r_150;TD4005E.TXT.r_151;TD4005E.TXT.r_152# de'i mtshan nyid ni sh'akya thub pa ste / / +de ni ye shes dang nus pa dang yon tan no // / "
"1550124","TD4096E.TXT.r_56;TD4096E.TXT.r_57"," 'khor ba'i 'dam las 'gro ba grangs mdzad pa // / +zhes bya ba ni gzhan la phan pa phun sum tshogs pa'o // / ","0.0#TD4005E.TXT.r#550120#550128#TD4005E.TXT.r_150;TD4005E.TXT.r_151;TD4005E.TXT.r_152# kya ni rtog pa'o // / +mu ne ni gnyis su med par bsdoms pa'o // / +thub pa ni sh'akya'i rgyal po'i rigs yin pas de don yod cing de las skyes pa'i gdug pa thub  pa ste las so // / "
"1550133","TD4096E.TXT.r_58;TD4096E.TXT.r_59"," don bzhin ston pa de la phyag 'tshal nas // / +zhes bya ba 'di ni khams gsum gyi ston pa gcig pu nyid phun sum tshogs pa'o // / ","0.0#TD4005E.TXT.r#550128#550142#TD4005E.TXT.r_152;TD4005E.TXT.r_153;TD4005E.TXT.r_154;TD4005E.TXT.r_155;TD4005E.TXT.r_156# thub pa ni sh'akya'i rgyal po'i rigs yin pas de don yod cing de las skyes pa'i gdug pa thub  pa ste las so // / "
"1550147","TD4096E.TXT.r_60;TD4096E.TXT.r_61"," chos mngon pa smos pas rtog ge la sogs pa'i bstan bcos bcos pa'o // / +mdzod smos pas mngon pa gzhan las khyad par du byas pa'o // / ","0.0#TD4005E.TXT.r#550143#550155#TD4005E.TXT.r_155;TD4005E.TXT.r_156;TD4005E.TXT.r_157;TD4005E.TXT.r_158;TD4005E.TXT.r_160# de'i sku dang gsung dang thugs bsdams pa thun mong ma yin pa ni thub pa'o // / +de la phyag 'tshal ba ni dang ba'i dad pas sgo gsum gyis phyag bya ba'o // / "
"1550159","TD4096E.TXT.r_62"," rang gi ston pa'i zhes bya ba la de ni skyabs su 'gro bar khas blangs pa'i phyir dang  de'i bstan pa rjes su sgrub pa'i phyir rang gi ston par 'gyur ro // / ","0.0#TD4005E.TXT.r#550154#550168#TD4005E.TXT.r_157;TD4005E.TXT.r_158;TD4005E.TXT.r_160;TD4005E.TXT.r_161# 'di yang dbus su gdan la / / +ser po chos 'chad par bsam     // / "
"1550173","TD4096E.TXT.r_63"," yang de dag bdag gis lam dang lam gyi 'bras bu la rjes su bstan pa yin zhes byang  chub tu sems bskyed pa'i dus nyid nas sems can thams cad slob ma'i dngos por khas blangs pa'i phyir dang  de'i don kho nar tshogs dag la rab tu zhugs pa dang mngon par rdzogs par byang chub par bya ba'i phyir 'di nyid sems can thams cad kyi rang nyid kyi ston pa yin gyi gzhan ni ma yin no // / ","0.0#TD4005E.TXT.r#550169#550182#TD4005E.TXT.r_161;TD4005E.TXT.r_162# ye shes la sogs pa ni dpe dang don gyis sgra'i stobs kyis tshang ba dang gnyis dang gcig la yang bshad par bya'o // / ","0.0#TD4005E.TXT.r#550183#550201#TD4005E.TXT.r_162;TD4005E.TXT.r_163;TD4005E.TXT.r_164;TD4005E.TXT.r_165# steng nam mkha'i snying po'i zhing na bzhugs pa sngon po  rdo rje gnyis bsnams pa ni rdo rje snying pos rab tu 'joms pa'o // / "
"1550206","TD4096E.TXT.r_64"," 'o na  ci'i phyir sangs rgyas bcom ldan 'das zhes gnyi ga brjod pa ni sangs rgyas kyi sgra nye ba'i tshig dang bral ba ni nyan thos dang rang sangs rgyas dang yang dag par rdzogs pa'i sangs rgyas gsum char la 'jug ste / / ","0.0#TD4005E.TXT.r#550202#550220#TD4005E.TXT.r_164;TD4005E.TXT.r_165;TD4005E.TXT.r_166;TD4005E.TXT.r_167# snying po ni thams cad kyi skye gnas te yon tan no // / +las ni nyon mongs pa la sogs pa thams cad 'joms pa'o // / "
"1550224","TD4096E.TXT.r_65;TD4096E.TXT.r_66"," de'i phyir sangs rgyas bcom ldan kyi dbang du byas nas smras pa / / +bcom ldan     // / ","0.0#TD4005E.TXT.r#550219#550228#TD4005E.TXT.r_166;TD4005E.TXT.r_167# rin chen 'od 'phro ni shar phyogs rin chen yod  pa'i zhing na dkar po rdo rje dang nyi ma bsnams pa bzhugs so // / +de la rin chen ni rin po che ltar stobs la sogs pa'i yon tan thams cad 'byung bas na yon tan no // / "
"1550232","TD4096E.TXT.r_67"," 'das kyi sgra yang bdag nyid ma sbyangs pa kha cig gis gzhan du yang thalo byas pas sangs rgyas bcom ldan 'das zhes smras so // / ","0.0#TD4005E.TXT.r#550227#550238#TD4005E.TXT.r_167;TD4005E.TXT.r_168;TD4005E.TXT.r_169# de la rin chen ni rin po che ltar stobs la sogs pa'i yon tan thams cad 'byung bas na yon tan no // / "
"1550243","TD4096E.TXT.r_68;TD4096E.TXT.r_69"," yang ni nye ba'i tshig med pa mi rigs pas gnyis smras so // / +gal te 'dod chags la sogs pa dag kyang shes bya thams cad la phyis mi skye ba'i chos can  du 'gyur ba'i phyir gtan bcom pa yin na / / ","0.0#TD4005E.TXT.r#550239#550254#TD4005E.TXT.r_168;TD4005E.TXT.r_169;TD4005E.TXT.r_170;TD4005E.TXT.r_171# ye shes ni 'od de rang bzhin gsal bas mi shes pa'i mun pa med pa'o // / +'phro ba ni las te des sems can thams cad kyi mi shes pa  'joms par byed pa'o // / "
"1550258","TD4096E.TXT.r_70;TD4096E.TXT.r_71"," ci'i phyir mi shes pa kho na'i sgo nas bstod pa brjod ce na / / +mi shes pa ni gtso bo yin pa'i phyir ro // / ","0.0#TD4005E.TXT.r#550253#550263#TD4005E.TXT.r_170;TD4005E.TXT.r_171;TD4005E.TXT.r_172# shar lho klu yis khyab pa'i zhing na klu dbang gi rgyal po ste sngon po / / +klu shing dang sprul sngon po bsnams pa'o // / "
"1550268","TD4096E.TXT.r_72;TD4096E.TXT.r_73"," gzhan yang ston pa nyid phun sum tshogs par bstan par bya ba'i phyir ro // / +ston pa nyid phun sum tshogs pa yang thams cad la thogs pa med pa'i ye shes dang   'gro ba 'khor ba las 'dren par mdzad pa'i sbyor ba ste / / ","0.0#TD4005E.TXT.r#550264#550279#TD4005E.TXT.r_172;TD4005E.TXT.r_173;TD4005E.TXT.r_174# de la ye shes ni klu ste bsil bar byed pa dang gdug pa ltar ye shes kyang nyon mongs pa dang bral ba dang mtshan ma gsod pa'o // / "
